user_id,task_id,involved_uncertainty,human_agency,automation_desire,z_human_agency,z_automation_desire,w_uncertainty,wbu_base,wbu,classification,Importance,Frequency,quadrant
231576cd-4cc2-4dee-91cb-6bb0105d06db,16151,4,4,2,0.5222329678670935,-0.4472135954999579,0.75,0.9694465633670515,0.7270849225252887,Not Intrapreneurial,4.05,4,Core
1e0f35ea-7f4c-49f2-bb5a-d1e4fecc221a,11241,1,5,5,1.2723341073466077,0.5773502691896258,0.0,0.6949838381569818,0.0,Not Intrapreneurial,4.2,5,Core
1e0f35ea-7f4c-49f2-bb5a-d1e4fecc221a,11252,1,5,5,1.2723341073466077,0.5773502691896258,0.0,0.6949838381569818,0.0,Not Intrapreneurial,3.84,3,Peripheral
1e0f35ea-7f4c-49f2-bb5a-d1e4fecc221a,11245,3,1,5,-0.8705443892371526,0.5773502691896258,0.5,-1.4478946584267784,-0.7239473292133892,Not Intrapreneurial,3.7,4,Routine
1e0f35ea-7f4c-49f2-bb5a-d1e4fecc221a,20620,1,1,5,-0.8705443892371526,0.5773502691896258,0.0,-1.4478946584267784,-0.0,Not Intrapreneurial,3.58,3,Peripheral
1ea438f6-b348-41ef-a3b7-0d3ea26da742,14673,4,2,2,-0.6546536707079771,-0.7808688094430304,0.75,0.1262151387350533,0.09466135405128998,Intrapreneurial,3.95,3,Peripheral
1ea438f6-b348-41ef-a3b7-0d3ea26da742,14687,2,3,3,0.6546536707079771,0.15617376188860593,0.25,0.49847990881937115,0.12461997720484279,Not Intrapreneurial,3.37,3,Peripheral
db5513b8-b965-4d60-9d5b-48e5c18820b8,18859,4,4,1,1.4142135623730951,-1.3363062095621219,0.75,2.750519771935217,2.0628898289514126,Not Intrapreneurial,4.5,3,Critical
16f45488-9af7-4bfa-8bb8-524f52e03435,20284,3,5,3,1.414213562373095,-0.5000000000000001,0.5,1.914213562373095,0.9571067811865475,Not Intrapreneurial,3.83,4,Routine
16f45488-9af7-4bfa-8bb8-524f52e03435,2805,1,2,3,-0.7071067811865475,-0.5000000000000001,0.0,-0.20710678118654735,-0.0,Not Intrapreneurial,3.68,5,Routine
16f45488-9af7-4bfa-8bb8-524f52e03435,2794,1,1,5,-1.414213562373095,1.1666666666666667,0.0,-2.580880229039762,-0.0,Not Intrapreneurial,3.67,5,Routine
dc151eda-cd36-4aa0-be0d-4e9de0ab3cb9,15583,1,3,1,0.0,-1.0,0.0,1.0,0.0,Not Intrapreneurial,3.48,3,Peripheral
86c9b5e5-96af-49e1-9b63-5f15b2ee193c,1285,4,3,3,-1.0,0.5773502691896257,0.75,-1.5773502691896257,-1.1830127018922192,Not Intrapreneurial,3.99,5,Routine
86c9b5e5-96af-49e1-9b63-5f15b2ee193c,1283,4,5,1,1.0,-0.9622504486493763,0.75,1.9622504486493764,1.4716878364870323,Not Intrapreneurial,3.57,5,Routine
0b466480-1875-4e35-971f-7ad7ecdae8eb,18940,4,4,2,0.0,1.4142135623730951,0.75,-1.4142135623730951,-1.0606601717798214,Not Intrapreneurial,4.42,7,Core
494624da-6ebf-43d4-a843-9114931430ed,15612,1,2,5,-2.0,1.5,0.0,-3.5,-0.0,Not Intrapreneurial,4.49,4,Core
494624da-6ebf-43d4-a843-9114931430ed,15594,4,5,3,1.0,-0.5,0.75,1.5,1.125,Not Intrapreneurial,4.35,4,Core
494624da-6ebf-43d4-a843-9114931430ed,15607,3,4,3,0.0,-0.5,0.5,0.5,0.25,Not Intrapreneurial,3.62,4,Routine
494624da-6ebf-43d4-a843-9114931430ed,15583,2,5,4,1.0,0.5,0.25,0.5,0.125,Not Intrapreneurial,3.48,3,Peripheral
d4744b6c-d5dd-4cee-9f97-c068e513cde5,1780,2,3,1,-0.7905694150420948,-1.2247448713915894,0.25,0.4341754563494946,0.10854386408737365,Not Intrapreneurial,4.48,5,Core
d4744b6c-d5dd-4cee-9f97-c068e513cde5,1783,4,5,1,0.7905694150420948,-1.2247448713915894,0.75,2.015314286433684,1.511485714825263,Not Intrapreneurial,4.2,6,Core
d4744b6c-d5dd-4cee-9f97-c068e513cde5,1781,3,5,2,0.7905694150420948,0.8164965809277259,0.5,-0.025927165885631154,-0.012963582942815577,Not Intrapreneurial,3.96,6,Routine
a298e4c0-1fb5-470c-afe0-c0f34ea9798e,23313,3,4,3,0.0,-0.7071067811865478,0.5,0.7071067811865478,0.3535533905932739,Not Intrapreneurial,4.75,7,Core
a298e4c0-1fb5-470c-afe0-c0f34ea9798e,23334,3,4,4,0.0,1.4142135623730947,0.5,-1.4142135623730947,-0.7071067811865474,Not Intrapreneurial,3.69,5,Routine
ccd96e0f-ab6a-4bd9-bb4c-60d1c1b0d4d4,1777,4,5,1,0.0,0.0,0.75,0.0,0.0,Not Intrapreneurial,4.55,7,Core
ccd96e0f-ab6a-4bd9-bb4c-60d1c1b0d4d4,1786,5,5,1,0.0,0.0,1.0,0.0,0.0,Not Intrapreneurial,4.47,5,Core
ccd96e0f-ab6a-4bd9-bb4c-60d1c1b0d4d4,1776,5,5,1,0.0,0.0,1.0,0.0,0.0,Not Intrapreneurial,4.3,5,Core
231576cd-4cc2-4dee-91cb-6bb0105d06db,16152,2,3,4,-0.5222329678670935,1.3416407864998738,0.25,-1.8638737543669675,-0.46596843859174186,Not Intrapreneurial,4.25,3,Critical
231576cd-4cc2-4dee-91cb-6bb0105d06db,16170,4,5,1,1.5666989036012806,-1.3416407864998738,0.75,2.9083396901011547,2.181254767575866,Not Intrapreneurial,4.05,4,Core
231576cd-4cc2-4dee-91cb-6bb0105d06db,16168,2,4,2,0.5222329678670935,-0.4472135954999579,0.25,0.9694465633670515,0.24236164084176287,Not Intrapreneurial,4.0,3,Critical
1e0f35ea-7f4c-49f2-bb5a-d1e4fecc221a,20608,1,1,5,-0.8705443892371526,0.5773502691896258,0.0,-1.4478946584267784,-0.0,Not Intrapreneurial,4.24,5,Core
1e0f35ea-7f4c-49f2-bb5a-d1e4fecc221a,11237,1,2,1,-0.3348247650912125,-1.7320508075688774,0.0,1.3972260424776648,0.0,Not Intrapreneurial,4.15,5,Core
1e0f35ea-7f4c-49f2-bb5a-d1e4fecc221a,11249,3,5,1,1.2723341073466077,-1.7320508075688774,0.5,3.004384914915485,1.5021924574577425,Not Intrapreneurial,3.75,5,Routine
1e0f35ea-7f4c-49f2-bb5a-d1e4fecc221a,20619,1,1,5,-0.8705443892371526,0.5773502691896258,0.0,-1.4478946584267784,-0.0,Not Intrapreneurial,3.62,3,Peripheral
1ea438f6-b348-41ef-a3b7-0d3ea26da742,14670,4,2,3,-0.6546536707079771,0.15617376188860593,0.75,-0.810827432596583,-0.6081205744474372,Not Intrapreneurial,3.81,3,Peripheral
1ea438f6-b348-41ef-a3b7-0d3ea26da742,14667,4,2,5,-0.6546536707079771,2.0302589045518786,0.75,-2.6849125752598555,-2.013684431444892,Not Intrapreneurial,3.45,3,Peripheral
1ea438f6-b348-41ef-a3b7-0d3ea26da742,14683,2,4,2,1.9639610121239313,-0.7808688094430304,0.25,2.7448298215669618,0.6862074553917404,Not Intrapreneurial,3.73,4,Routine
1ea438f6-b348-41ef-a3b7-0d3ea26da742,14671,2,2,2,-0.6546536707079771,-0.7808688094430304,0.25,0.1262151387350533,0.031553784683763325,Intrapreneurial,3.45,3,Peripheral
52cdb85b-5307-450a-ac44-b51194f76036,20608,3,3,1,-0.7844645405527363,-1.1226827987756234,0.5,0.3382182582228871,0.16910912911144355,Not Intrapreneurial,4.24,5,Core
52cdb85b-5307-450a-ac44-b51194f76036,11237,4,4,4,0.5883484054145518,1.0206207261596574,0.75,-0.4322723207451056,-0.3242042405588292,Not Intrapreneurial,4.15,5,Core
52cdb85b-5307-450a-ac44-b51194f76036,11238,4,4,4,0.5883484054145518,1.0206207261596574,0.75,-0.4322723207451056,-0.3242042405588292,Not Intrapreneurial,4.1,6,Core
52cdb85b-5307-450a-ac44-b51194f76036,11246,2,4,4,0.5883484054145518,1.0206207261596574,0.25,-0.4322723207451056,-0.1080680801862764,Intrapreneurial,3.86,5,Routine
52cdb85b-5307-450a-ac44-b51194f76036,11252,2,4,3,0.5883484054145518,0.3061862178478971,0.25,0.2821621875666547,0.07054054689166367,Not Intrapreneurial,3.84,3,Peripheral
52cdb85b-5307-450a-ac44-b51194f76036,11249,2,4,1,0.5883484054145518,-1.1226827987756234,0.25,1.7110312041901752,0.4277578010475438,Not Intrapreneurial,3.75,5,Routine
52cdb85b-5307-450a-ac44-b51194f76036,20619,2,2,1,-2.1572774865200244,-1.1226827987756234,0.25,-1.034594687744401,-0.25864867193610025,Not Intrapreneurial,3.62,3,Peripheral
ac02d2a0-14ec-4a40-8990-87dcb3c84091,20608,1,2,3,-0.8164965809277258,0.31622776601683805,0.0,-1.1327243469445638,-0.0,Not Intrapreneurial,4.24,5,Core
ac02d2a0-14ec-4a40-8990-87dcb3c84091,11241,1,2,4,-0.8164965809277258,1.2649110640673518,0.0,-2.0814076449950774,-0.0,Not Intrapreneurial,4.2,5,Core
ac02d2a0-14ec-4a40-8990-87dcb3c84091,11237,2,3,1,0.4082482904638632,-1.5811388300841895,0.25,1.9893871205480527,0.49734678013701317,Not Intrapreneurial,4.15,5,Core
ac02d2a0-14ec-4a40-8990-87dcb3c84091,11238,2,2,3,-0.8164965809277258,0.31622776601683805,0.25,-1.1327243469445638,-0.28318108673614095,Not Intrapreneurial,4.1,6,Core
ac02d2a0-14ec-4a40-8990-87dcb3c84091,11246,3,4,2,1.6329931618554523,-0.6324555320336757,0.5,2.265448693889128,1.132724346944564,Intrapreneurial,3.86,5,Routine
ac02d2a0-14ec-4a40-8990-87dcb3c84091,11252,1,2,4,-0.8164965809277258,1.2649110640673518,0.0,-2.0814076449950774,-0.0,Not Intrapreneurial,3.84,3,Peripheral
ac02d2a0-14ec-4a40-8990-87dcb3c84091,11249,1,2,3,-0.8164965809277258,0.31622776601683805,0.0,-1.1327243469445638,-0.0,Not Intrapreneurial,3.75,5,Routine
ac02d2a0-14ec-4a40-8990-87dcb3c84091,11245,1,4,1,1.6329931618554523,-1.5811388300841895,0.0,3.2141319919396416,0.0,Not Intrapreneurial,3.7,4,Routine
ac02d2a0-14ec-4a40-8990-87dcb3c84091,19826,1,3,3,0.4082482904638632,0.31622776601683805,0.0,0.09202052444702513,0.0,Intrapreneurial,2.94,3,Peripheral
e2d91683-e436-429f-aaa2-ba6c47d0b288,978,1,2,3,-1.6977493752543307,-1.2126781251816652,0.0,-0.4850712500726655,-0.0,Not Intrapreneurial,4.08,3,Critical
e2d91683-e436-429f-aaa2-ba6c47d0b288,969,3,3,5,-0.24253562503633275,1.6977493752543307,0.5,-1.9402850002906633,-0.9701425001453317,Intrapreneurial,4.04,5,Core
e2d91683-e436-429f-aaa2-ba6c47d0b288,971,2,3,4,-0.24253562503633275,0.24253562503633275,0.25,-0.4850712500726655,-0.12126781251816637,Intrapreneurial,3.94,3,Peripheral
e2d91683-e436-429f-aaa2-ba6c47d0b288,972,2,4,3,1.2126781251816652,-1.2126781251816652,0.25,2.4253562503633304,0.6063390625908326,Not Intrapreneurial,3.68,3,Peripheral
e2d91683-e436-429f-aaa2-ba6c47d0b288,980,2,3,4,-0.24253562503633275,0.24253562503633275,0.25,-0.4850712500726655,-0.12126781251816637,Not Intrapreneurial,3.63,5,Routine
e2d91683-e436-429f-aaa2-ba6c47d0b288,979,1,4,4,1.2126781251816652,0.24253562503633275,0.0,0.9701425001453324,0.0,Intrapreneurial,3.59,3,Peripheral
3f8f3797-b74f-44b7-a9d7-9b15ab5b65a9,20608,4,4,5,1.1861605052378226,1.7320508075688774,0.75,-0.5458903023310548,-0.40941772674829113,Not Intrapreneurial,4.24,5,Core
3f8f3797-b74f-44b7-a9d7-9b15ab5b65a9,11241,4,2,4,-0.7548294124240688,0.8660254037844387,0.75,-1.6208548162085075,-1.2156411121563806,Not Intrapreneurial,4.2,5,Core
3f8f3797-b74f-44b7-a9d7-9b15ab5b65a9,11237,2,2,2,-0.7548294124240688,-0.8660254037844387,0.25,0.11119599136036995,0.027798997840092488,Not Intrapreneurial,4.15,5,Core
3f8f3797-b74f-44b7-a9d7-9b15ab5b65a9,11238,4,3,3,0.2156655464068769,0.0,0.75,0.2156655464068769,0.1617491598051577,Not Intrapreneurial,4.1,6,Core
3f8f3797-b74f-44b7-a9d7-9b15ab5b65a9,11261,2,3,2,0.2156655464068769,-0.8660254037844387,0.25,1.0816909501913157,0.2704227375478289,Intrapreneurial,4.0,5,Core
3f8f3797-b74f-44b7-a9d7-9b15ab5b65a9,11252,2,5,4,2.156655464068768,0.8660254037844387,0.25,1.2906300602843293,0.3226575150710823,Not Intrapreneurial,3.84,3,Peripheral
3f8f3797-b74f-44b7-a9d7-9b15ab5b65a9,20620,4,2,1,-0.7548294124240688,-1.7320508075688774,0.75,0.9772213951448087,0.7329160463586065,Not Intrapreneurial,3.58,3,Peripheral
db5513b8-b965-4d60-9d5b-48e5c18820b8,18866,4,2,3,-0.7071067811865474,0.2672612419124245,0.75,-0.9743680230989719,-0.7307760173242289,Not Intrapreneurial,4.33,3,Critical
db5513b8-b965-4d60-9d5b-48e5c18820b8,18853,2,2,4,-0.7071067811865474,1.0690449676496978,0.25,-1.776151748836245,-0.44403793720906126,Not Intrapreneurial,3.81,4,Routine
16f45488-9af7-4bfa-8bb8-524f52e03435,2797,2,3,2,0.0,-1.3333333333333335,0.25,1.3333333333333335,0.33333333333333337,Not Intrapreneurial,3.66,3,Peripheral
16f45488-9af7-4bfa-8bb8-524f52e03435,2806,3,4,5,0.7071067811865475,1.1666666666666667,0.5,-0.4595598854801193,-0.22977994274005964,Not Intrapreneurial,3.77,5,Routine
dc151eda-cd36-4aa0-be0d-4e9de0ab3cb9,15612,2,3,4,0.0,1.0,0.25,-1.0,-0.25,Not Intrapreneurial,4.49,4,Core
86c9b5e5-96af-49e1-9b63-5f15b2ee193c,1288,3,3,4,-1.0,1.3471506281091268,0.5,-2.3471506281091266,-1.1735753140545633,Not Intrapreneurial,3.94,6,Routine
86c9b5e5-96af-49e1-9b63-5f15b2ee193c,1292,4,5,1,1.0,-0.9622504486493763,0.75,1.9622504486493764,1.4716878364870323,Intrapreneurial,3.39,3,Peripheral
0b466480-1875-4e35-971f-7ad7ecdae8eb,18938,3,4,1,0.0,-0.7071067811865474,0.5,0.7071067811865474,0.3535533905932737,Not Intrapreneurial,4.79,7,Core
0b466480-1875-4e35-971f-7ad7ecdae8eb,18933,3,4,1,0.0,-0.7071067811865474,0.5,0.7071067811865474,0.3535533905932737,Not Intrapreneurial,4.24,7,Core
f7544776-3a6b-4bd4-ab76-d8968065ffde,15594,4,4,3,1.2935483472729858,-0.2985111570629966,0.75,1.5920595043359824,1.1940446282519868,Not Intrapreneurial,4.35,4,Core
f7544776-3a6b-4bd4-ab76-d8968065ffde,15593,3,3,3,0.2985111570629966,-0.2985111570629966,0.5,0.5970223141259932,0.2985111570629966,Not Intrapreneurial,4.22,3,Critical
f7544776-3a6b-4bd4-ab76-d8968065ffde,15607,2,2,4,-0.6965260331469926,0.6965260331469926,0.25,-1.3930520662939851,-0.3482630165734963,Not Intrapreneurial,3.62,4,Routine
f7544776-3a6b-4bd4-ab76-d8968065ffde,15583,3,4,2,1.2935483472729858,-1.2935483472729858,0.5,2.5870966945459717,1.2935483472729858,Not Intrapreneurial,3.48,3,Peripheral
f7544776-3a6b-4bd4-ab76-d8968065ffde,15590,2,2,5,-0.6965260331469926,1.6915632233569817,0.25,-2.3880892565039744,-0.5970223141259936,Not Intrapreneurial,3.58,4,Routine
d8b71c8b-763b-4f12-8bf3-bfc18c5af4ce,20950,2,2,3,0.40824829046386274,0.47434164902525666,0.25,-0.06609335856139392,-0.01652333964034848,Not Intrapreneurial,4.24,3,Critical
d8b71c8b-763b-4f12-8bf3-bfc18c5af4ce,3478,2,1,3,-2.449489742783178,0.47434164902525666,0.25,-2.9238313918084344,-0.7309578479521086,Not Intrapreneurial,3.6,3,Peripheral
d8b71c8b-763b-4f12-8bf3-bfc18c5af4ce,3474,2,2,2,0.40824829046386274,-0.632455532033676,0.25,1.0407038224975387,0.26017595562438467,Intrapreneurial,3.6,5,Routine
081284e9-a7c3-4526-8b29-6fac21e7dc74,1288,3,3,2,-0.22941573387056174,-0.8164965809277261,0.5,0.5870808470571645,0.29354042352858223,Not Intrapreneurial,3.94,6,Routine
081284e9-a7c3-4526-8b29-6fac21e7dc74,1287,1,2,5,-1.1470786693528088,1.6329931618554523,0.0,-2.780071831208261,-0.0,Not Intrapreneurial,3.47,5,Routine
d4744b6c-d5dd-4cee-9f97-c068e513cde5,1777,3,5,2,0.7905694150420948,0.8164965809277259,0.5,-0.025927165885631154,-0.012963582942815577,Not Intrapreneurial,4.55,7,Core
d4744b6c-d5dd-4cee-9f97-c068e513cde5,1786,2,2,2,-1.5811388300841895,0.8164965809277259,0.25,-2.3976354110119154,-0.5994088527529788,Not Intrapreneurial,4.47,5,Core
a298e4c0-1fb5-470c-afe0-c0f34ea9798e,23318,2,4,3,0.0,-0.7071067811865478,0.25,0.7071067811865478,0.17677669529663695,Not Intrapreneurial,4.46,7,Core
ccd96e0f-ab6a-4bd9-bb4c-60d1c1b0d4d4,1780,3,5,1,0.0,0.0,0.5,0.0,0.0,Not Intrapreneurial,4.48,5,Core
3f8f3797-b74f-44b7-a9d7-9b15ab5b65a9,20619,3,2,3,-0.7548294124240688,0.0,0.5,-0.7548294124240688,-0.3774147062120344,Not Intrapreneurial,3.62,3,Peripheral
3f8f3797-b74f-44b7-a9d7-9b15ab5b65a9,19826,3,2,3,-0.7548294124240688,0.0,0.5,-0.7548294124240688,-0.3774147062120344,Intrapreneurial,2.94,3,Peripheral
2e027f5b-019e-4215-ae3c-180cf6c576ff,16170,5,5,5,0.0,0.0,1.0,0.0,0.0,Not Intrapreneurial,4.05,4,Core
2e027f5b-019e-4215-ae3c-180cf6c576ff,16151,5,5,5,0.0,0.0,1.0,0.0,0.0,Not Intrapreneurial,4.05,4,Core
e56eb528-8015-40aa-af94-bab78d622fa8,11363,3,2,2,0.7071067811865474,-0.7071067811865478,0.5,1.4142135623730951,0.7071067811865476,Not Intrapreneurial,4.16,5,Core
e56eb528-8015-40aa-af94-bab78d622fa8,11368,3,2,2,0.7071067811865474,-0.7071067811865478,0.5,1.4142135623730951,0.7071067811865476,Not Intrapreneurial,3.94,5,Routine
e56eb528-8015-40aa-af94-bab78d622fa8,11373,2,1,3,-1.4142135623730951,1.4142135623730947,0.25,-2.82842712474619,-0.7071067811865475,Not Intrapreneurial,3.63,4,Routine
f2221878-a494-4283-b05e-d1d5f6aed6a8,15980,2,5,3,1.4969103983674976,0.4082482904638628,0.25,1.0886621079036347,0.2721655269759087,Not Intrapreneurial,4.22,5,Core
f2221878-a494-4283-b05e-d1d5f6aed6a8,15979,4,3,3,-0.4082482904638628,0.4082482904638628,0.75,-0.8164965809277256,-0.6123724356957942,Intrapreneurial,4.13,3,Critical
f2221878-a494-4283-b05e-d1d5f6aed6a8,15973,3,2,3,-1.360827634879543,0.4082482904638628,0.5,-1.7690759253434059,-0.8845379626717029,Not Intrapreneurial,4.0,5,Core
f2221878-a494-4283-b05e-d1d5f6aed6a8,15968,3,3,3,-0.4082482904638628,0.4082482904638628,0.5,-0.8164965809277256,-0.4082482904638628,Intrapreneurial,4.0,3,Critical
f2221878-a494-4283-b05e-d1d5f6aed6a8,15976,2,3,2,-0.4082482904638628,-2.4494897427831783,0.25,2.0412414523193156,0.5103103630798289,Not Intrapreneurial,3.96,3,Peripheral
f2221878-a494-4283-b05e-d1d5f6aed6a8,15975,5,5,3,1.4969103983674976,0.4082482904638628,1.0,1.0886621079036347,1.0886621079036347,Intrapreneurial,3.96,4,Routine
f2221878-a494-4283-b05e-d1d5f6aed6a8,15969,2,3,3,-0.4082482904638628,0.4082482904638628,0.25,-0.8164965809277256,-0.2041241452319314,Intrapreneurial,3.74,3,Peripheral
7f35d4fc-0ca5-43db-afdf-939a1d921f8f,1277,1,1,1,0.0,0.0,0.0,0.0,0.0,Not Intrapreneurial,3.28,5,Routine
7f35d4fc-0ca5-43db-afdf-939a1d921f8f,1274,1,1,1,0.0,0.0,0.0,0.0,0.0,Not Intrapreneurial,3.27,4,Routine
7f35d4fc-0ca5-43db-afdf-939a1d921f8f,1275,1,1,1,0.0,0.0,0.0,0.0,0.0,Not Intrapreneurial,3.26,3,Peripheral
7f35d4fc-0ca5-43db-afdf-939a1d921f8f,21049,1,1,1,0.0,0.0,0.0,0.0,0.0,Not Intrapreneurial,3.24,5,Routine
f5dc2330-16db-4f32-9e98-23f365149b23,2487,2,5,1,0.0,0.0,0.25,0.0,0.0,Not Intrapreneurial,4.76,7,Core
f5dc2330-16db-4f32-9e98-23f365149b23,2486,4,5,1,0.0,0.0,0.75,0.0,0.0,Not Intrapreneurial,4.68,5,Core
f5dc2330-16db-4f32-9e98-23f365149b23,2495,2,5,1,0.0,0.0,0.25,0.0,0.0,Not Intrapreneurial,4.47,7,Core
f5dc2330-16db-4f32-9e98-23f365149b23,2493,3,5,1,0.0,0.0,0.5,0.0,0.0,Not Intrapreneurial,4.32,5,Core
f5dc2330-16db-4f32-9e98-23f365149b23,2497,4,5,1,0.0,0.0,0.75,0.0,0.0,Not Intrapreneurial,4.32,5,Core
f5dc2330-16db-4f32-9e98-23f365149b23,2496,4,5,1,0.0,0.0,0.75,0.0,0.0,Not Intrapreneurial,4.29,5,Core
f5dc2330-16db-4f32-9e98-23f365149b23,2494,2,5,1,0.0,0.0,0.25,0.0,0.0,Not Intrapreneurial,4.19,5,Core
f5dc2330-16db-4f32-9e98-23f365149b23,2490,3,5,1,0.0,0.0,0.5,0.0,0.0,Not Intrapreneurial,4.17,5,Core
